User Id,Start date,End date,Duration,Q01_Pregunta 1,Q02_Pregunta 1 (2),Q03_Pregunta 2,Q04_Pregunta 2 (2),Q05_Pregunta 3,Q06_Pregunta 3 (2),Q07_Pregunta 4,Q08_Pregunta 4 (2)
374,08:43:43 20/12/2016,08:53:51 20/12/2016,608,Sóc responsable del que em passa a mi,Una mica identificat,"Quan faig plans, estic gairebé segur o segura que els puc dur a terme",Una mica identificat,Aconseguir el que vull no depén de la bona o mala sort,Una mica identificat,No crec que la sort o l'atzar juguin un paper important a la meva vida,Una mica identificat
393,08:41:15 20/12/2016,08:52:51 20/12/2016,696,Algunes vegades sento que no tinc control sobre la direcció de la meva vida,Una mica identificat,"No cal planejar massa les coses, perquè el que acabi passant dependrà de la bona o mala sort",Una mica identificat,Moltes vegades decidir o tirar a cara o creu et permeten aconseguir el mateix,Una mica identificat,Moltes vegades sento que tinc poca influència sobre les coses que em passen.,Una mica identificat
397,08:42:37 20/12/2016,08:53:16 20/12/2016,639,Sóc responsable del que em passa a mi,Una mica identificat,"Quan faig plans, estic gairebé segur o segura que els puc dur a terme",Gens identificat,Aconseguir el que vull no depén de la bona o mala sort,Gens identificat,Moltes vegades sento que tinc poca influència sobre les coses que em passen.,Una mica identificat
448,08:43:53 20/12/2016,08:53:04 20/12/2016,551,Algunes vegades sento que no tinc control sobre la direcció de la meva vida,Una mica identificat,"Quan faig plans, estic gairebé segur o segura que els puc dur a terme",Una mica identificat,Aconseguir el que vull no depén de la bona o mala sort,Una mica identificat,No crec que la sort o l'atzar juguin un paper important a la meva vida,Una mica identificat
358,08:44:48 20/12/2016,08:53:56 20/12/2016,548,Sóc responsable del que em passa a mi,Una mica identificat,"Quan faig plans, estic gairebé segur o segura que els puc dur a terme",Gens identificat,Aconseguir el que vull no depén de la bona o mala sort,Gens identificat,No crec que la sort o l'atzar juguin un paper important a la meva vida,Gens identificat
396,08:42:13 20/12/2016,08:55:15 20/12/2016,782,Sóc responsable del que em passa a mi,Una mica identificat,"Quan faig plans, estic gairebé segur o segura que els puc dur a terme",Gens identificat,Aconseguir el que vull no depén de la bona o mala sort,Una mica identificat,No crec que la sort o l'atzar juguin un paper important a la meva vida,Una mica identificat
478,08:45:51 20/12/2016,08:53:56 20/12/2016,485,Sóc responsable del que em passa a mi,Una mica identificat,"No cal planejar massa les coses, perquè el que acabi passant dependrà de la bona o mala sort",Una mica identificat,Moltes vegades decidir o tirar a cara o creu et permeten aconseguir el mateix,Una mica identificat,No crec que la sort o l'atzar juguin un paper important a la meva vida,Una mica identificat
363,08:43:46 20/12/2016,08:55:09 20/12/2016,683,Sóc responsable del que em passa a mi,Una mica identificat,"Quan faig plans, estic gairebé segur o segura que els puc dur a terme",Una mica identificat,Aconseguir el que vull no depén de la bona o mala sort,Una mica identificat,No crec que la sort o l'atzar juguin un paper important a la meva vida,Gens identificat
416,08:44:34 20/12/2016,08:54:40 20/12/2016,606,Sóc responsable del que em passa a mi,Gens identificat,"Quan faig plans, estic gairebé segur o segura que els puc dur a terme",Gens identificat,Aconseguir el que vull no depén de la bona o mala sort,Gens identificat,No crec que la sort o l'atzar juguin un paper important a la meva vida,Una mica identificat
442,08:45:12 20/12/2016,08:54:48 20/12/2016,576,Sóc responsable del que em passa a mi,Gens identificat,"Quan faig plans, estic gairebé segur o segura que els puc dur a terme",Una mica identificat,Aconseguir el que vull no depén de la bona o mala sort,Gens identificat,No crec que la sort o l'atzar juguin un paper important a la meva vida,Una mica identificat
402,08:42:35 20/12/2016,08:55:12 20/12/2016,757,Algunes vegades sento que no tinc control sobre la direcció de la meva vida,Una mica identificat,"Quan faig plans, estic gairebé segur o segura que els puc dur a terme",Gens identificat,Aconseguir el que vull no depén de la bona o mala sort,Gens identificat,Moltes vegades sento que tinc poca influència sobre les coses que em passen.,Una mica identificat
355,08:45:29 20/12/2016,08:56:19 20/12/2016,650,Sóc responsable del que em passa a mi,Una mica identificat,"Quan faig plans, estic gairebé segur o segura que els puc dur a terme",Una mica identificat,Aconseguir el que vull no depén de la bona o mala sort,Gens identificat,No crec que la sort o l'atzar juguin un paper important a la meva vida,Una mica identificat
475,08:46:39 20/12/2016,08:55:04 20/12/2016,505,Algunes vegades sento que no tinc control sobre la direcció de la meva vida,Una mica identificat,"No cal planejar massa les coses, perquè el que acabi passant dependrà de la bona o mala sort",Una mica identificat,Aconseguir el que vull no depén de la bona o mala sort,També molt identificat,No crec que la sort o l'atzar juguin un paper important a la meva vida,Una mica identificat
417,08:43:50 20/12/2016,08:55:53 20/12/2016,723,Sóc responsable del que em passa a mi,Una mica identificat,"Quan faig plans, estic gairebé segur o segura que els puc dur a terme",Gens identificat,Aconseguir el que vull no depén de la bona o mala sort,Gens identificat,Moltes vegades sento que tinc poca influència sobre les coses que em passen.,També molt identificat
360,08:44:49 20/12/2016,08:55:51 20/12/2016,662,Sóc responsable del que em passa a mi,Una mica identificat,"Quan faig plans, estic gairebé segur o segura que els puc dur a terme",Gens identificat,Aconseguir el que vull no depén de la bona o mala sort,Gens identificat,No crec que la sort o l'atzar juguin un paper important a la meva vida,Una mica identificat
410,08:44:49 20/12/2016,08:55:34 20/12/2016,645,Algunes vegades sento que no tinc control sobre la direcció de la meva vida,Una mica identificat,"Quan faig plans, estic gairebé segur o segura que els puc dur a terme",Una mica identificat,Aconseguir el que vull no depén de la bona o mala sort,Gens identificat,Moltes vegades sento que tinc poca influència sobre les coses que em passen.,Una mica identificat
407,08:40:19 20/12/2016,08:56:10 20/12/2016,951,Algunes vegades sento que no tinc control sobre la direcció de la meva vida,També molt identificat,"Quan faig plans, estic gairebé segur o segura que els puc dur a terme",Gens identificat,Aconseguir el que vull no depén de la bona o mala sort,Una mica identificat,No crec que la sort o l'atzar juguin un paper important a la meva vida,Una mica identificat
476,08:44:48 20/12/2016,08:56:02 20/12/2016,674,Sóc responsable del que em passa a mi,Una mica identificat,"Quan faig plans, estic gairebé segur o segura que els puc dur a terme",Gens identificat,Aconseguir el que vull no depén de la bona o mala sort,Una mica identificat,No crec que la sort o l'atzar juguin un paper important a la meva vida,Una mica identificat
384,08:42:33 20/12/2016,08:56:19 20/12/2016,826,Sóc responsable del que em passa a mi,Gens identificat,"Quan faig plans, estic gairebé segur o segura que els puc dur a terme",Gens identificat,Aconseguir el que vull no depén de la bona o mala sort,Gens identificat,No crec que la sort o l'atzar juguin un paper important a la meva vida,Una mica identificat
406,08:44:49 20/12/2016,08:56:19 20/12/2016,690,Algunes vegades sento que no tinc control sobre la direcció de la meva vida,Una mica identificat,"Quan faig plans, estic gairebé segur o segura que els puc dur a terme",Una mica identificat,Moltes vegades decidir o tirar a cara o creu et permeten aconseguir el mateix,També molt identificat,Moltes vegades sento que tinc poca influència sobre les coses que em passen.,Una mica identificat
444,08:45:22 20/12/2016,08:57:55 20/12/2016,753,Sóc responsable del que em passa a mi,Gens identificat,"Quan faig plans, estic gairebé segur o segura que els puc dur a terme",Gens identificat,Aconseguir el que vull no depén de la bona o mala sort,Gens identificat,No crec que la sort o l'atzar juguin un paper important a la meva vida,Gens identificat
445,08:45:01 20/12/2016,08:57:15 20/12/2016,734,Sóc responsable del que em passa a mi,Gens identificat,"Quan faig plans, estic gairebé segur o segura que els puc dur a terme",Una mica identificat,Moltes vegades decidir o tirar a cara o creu et permeten aconseguir el mateix,Gens identificat,No crec que la sort o l'atzar juguin un paper important a la meva vida,Gens identificat
409,08:45:26 20/12/2016,08:57:26 20/12/2016,720,Sóc responsable del que em passa a mi,Una mica identificat,"Quan faig plans, estic gairebé segur o segura que els puc dur a terme",Una mica identificat,Aconseguir el que vull no depén de la bona o mala sort,Gens identificat,Moltes vegades sento que tinc poca influència sobre les coses que em passen.,Una mica identificat
349,08:44:49 20/12/2016,08:57:30 20/12/2016,761,Algunes vegades sento que no tinc control sobre la direcció de la meva vida,També molt identificat,"Quan faig plans, estic gairebé segur o segura que els puc dur a terme",Una mica identificat,Aconseguir el que vull no depén de la bona o mala sort,Gens identificat,Moltes vegades sento que tinc poca influència sobre les coses que em passen.,Una mica identificat
479,08:44:53 20/12/2016,08:58:14 20/12/2016,801,Sóc responsable del que em passa a mi,Una mica identificat,"No cal planejar massa les coses, perquè el que acabi passant dependrà de la bona o mala sort",Una mica identificat,Aconseguir el que vull no depén de la bona o mala sort,Gens identificat,No crec que la sort o l'atzar juguin un paper important a la meva vida,Una mica identificat
394,08:45:26 20/12/2016,08:57:58 20/12/2016,752,Algunes vegades sento que no tinc control sobre la direcció de la meva vida,També molt identificat,"Quan faig plans, estic gairebé segur o segura que els puc dur a terme",Gens identificat,Aconseguir el que vull no depén de la bona o mala sort,Gens identificat,No crec que la sort o l'atzar juguin un paper important a la meva vida,Una mica identificat
371,08:43:58 20/12/2016,08:57:50 20/12/2016,832,Sóc responsable del que em passa a mi,També molt identificat,"No cal planejar massa les coses, perquè el que acabi passant dependrà de la bona o mala sort",Una mica identificat,Aconseguir el que vull no depén de la bona o mala sort,També molt identificat,No crec que la sort o l'atzar juguin un paper important a la meva vida,Gens identificat
456,08:47:04 20/12/2016,08:58:04 20/12/2016,660,Sóc responsable del que em passa a mi,Una mica identificat,"Quan faig plans, estic gairebé segur o segura que els puc dur a terme",També molt identificat,Moltes vegades decidir o tirar a cara o creu et permeten aconseguir el mateix,Una mica identificat,Moltes vegades sento que tinc poca influència sobre les coses que em passen.,Gens identificat
474,08:43:57 20/12/2016,08:58:53 20/12/2016,896,Sóc responsable del que em passa a mi,Una mica identificat,"Quan faig plans, estic gairebé segur o segura que els puc dur a terme",Una mica identificat,Aconseguir el que vull no depén de la bona o mala sort,Gens identificat,No crec que la sort o l'atzar juguin un paper important a la meva vida,Una mica identificat
449,08:55:59 20/12/2016,08:59:27 20/12/2016,208,Sóc responsable del que em passa a mi,Una mica identificat,"Quan faig plans, estic gairebé segur o segura que els puc dur a terme",Gens identificat,Aconseguir el que vull no depén de la bona o mala sort,Gens identificat,Moltes vegades sento que tinc poca influència sobre les coses que em passen.,Una mica identificat
480,08:44:54 20/12/2016,08:59:44 20/12/2016,890,Algunes vegades sento que no tinc control sobre la direcció de la meva vida,També molt identificat,"No cal planejar massa les coses, perquè el que acabi passant dependrà de la bona o mala sort",Gens identificat,Aconseguir el que vull no depén de la bona o mala sort,Gens identificat,Moltes vegades sento que tinc poca influència sobre les coses que em passen.,També molt identificat
443,08:50:37 20/12/2016,08:59:17 20/12/2016,520,Sóc responsable del que em passa a mi,Gens identificat,"Quan faig plans, estic gairebé segur o segura que els puc dur a terme",Una mica identificat,Aconseguir el que vull no depén de la bona o mala sort,També molt identificat,No crec que la sort o l'atzar juguin un paper important a la meva vida,Gens identificat
381,08:48:19 20/12/2016,08:59:35 20/12/2016,676,Sóc responsable del que em passa a mi,Gens identificat,"Quan faig plans, estic gairebé segur o segura que els puc dur a terme",Gens identificat,Aconseguir el que vull no depén de la bona o mala sort,Gens identificat,No crec que la sort o l'atzar juguin un paper important a la meva vida,Una mica identificat
403,08:42:43 20/12/2016,09:02:07 20/12/2016,1164,Sóc responsable del que em passa a mi,Una mica identificat,"Quan faig plans, estic gairebé segur o segura que els puc dur a terme",Una mica identificat,Aconseguir el que vull no depén de la bona o mala sort,També molt identificat,No crec que la sort o l'atzar juguin un paper important a la meva vida,També molt identificat
365,08:44:24 20/12/2016,09:02:42 20/12/2016,1098,Algunes vegades sento que no tinc control sobre la direcció de la meva vida,Una mica identificat,"No cal planejar massa les coses, perquè el que acabi passant dependrà de la bona o mala sort",Gens identificat,Aconseguir el que vull no depén de la bona o mala sort,Gens identificat,No crec que la sort o l'atzar juguin un paper important a la meva vida,Una mica identificat
389,08:52:41 20/12/2016,09:03:29 20/12/2016,648,Sóc responsable del que em passa a mi,Una mica identificat,"Quan faig plans, estic gairebé segur o segura que els puc dur a terme",Gens identificat,Aconseguir el que vull no depén de la bona o mala sort,Una mica identificat,No crec que la sort o l'atzar juguin un paper important a la meva vida,Gens identificat
481,08:46:36 20/12/2016,09:07:38 20/12/2016,1262,Sóc responsable del que em passa a mi,Una mica identificat,"Quan faig plans, estic gairebé segur o segura que els puc dur a terme",Gens identificat,Aconseguir el que vull no depén de la bona o mala sort,Una mica identificat,Moltes vegades sento que tinc poca influència sobre les coses que em passen.,Gens identificat
483,09:01:45 20/12/2016,09:14:05 20/12/2016,740,Algunes vegades sento que no tinc control sobre la direcció de la meva vida,Una mica identificat,"No cal planejar massa les coses, perquè el que acabi passant dependrà de la bona o mala sort",Una mica identificat,Aconseguir el que vull no depén de la bona o mala sort,També molt identificat,Moltes vegades sento que tinc poca influència sobre les coses que em passen.,Gens identificat
385,08:42:59 20/12/2016,09:20:36 20/12/2016,2257,Sóc responsable del que em passa a mi,Una mica identificat,"Quan faig plans, estic gairebé segur o segura que els puc dur a terme",Una mica identificat,Aconseguir el que vull no depén de la bona o mala sort,Una mica identificat,No crec que la sort o l'atzar juguin un paper important a la meva vida,Gens identificat
